ID,TITLE
161694,سقف کاذب
161696,عایق
161698,عایق صوتی
161701,دیوار پیش ساخته
161703,آکوستیک و سقف کاذب
161717,اماکن ورزشی
161719,باشگاه
161722,باشگاه ورزشی
161747,رینگ
161749,لاستیک
161751,فروش لاستیک و رینگ
162733,سیم
162736,کابل
162738,سیم، کابل
162768,فروش تجهیزات کابینت
162774,صافکار
162778,نقاشی
162780,صافکاری و نقاشی
162789,ابزارفروشی
162794,ابزاربرقی
162796,فروش و تعمیر ابزار برقی
162799,انتشارات
162819,انیمیشن
162821,طراحی
162823,طراحی کامپیوتری
162825,Domain
162827,Hosting
162829,ثبت دامنه
162831,دامنه
162833,میزبانی
162835,میزبانی وب
162837,web hosting
162839,ثبت دامنه و میزبانی وب
162870,نگارخانه
162936,لوازم آشپزخانه
162938,فروش لوازم آشپزخانه
162945,فروش خودرو
162947,نمایندگی مجاز
162949,فروش اتومبیل
162955,نمایندگی اتومبیل
162957,نمایندگی مجاز اتومبیل
162964,طلاسازی
162973,پلیمر
162975,پلیمر صنایع
162977,صنایع پلیمر
163042,پزشکی
163046,لوازم پزشکی
163048,تجهیزات پزشکی
163050,فروش تجهیزات پزشکی
163052,فروش لوازم پزشکی
163054,فروش تجهیزات و لوازم پزشکی، جراحی، بیمارستانی
163089,بازرگانی ابزار صنعتی
163097,یکبارمصرف
163099,فروش ظروف یکبار مصرف
163110,رب
163112,رب گوجه فرنگی
163114,تولید و پخش رب گوجه فرنگی
163120,جوش
163124,دستگاه جوشکاری
163126,دستگاه جوش
163130,الکترود جوشکاری
163507,تعمیر لوازم صوتی و تصویری
163510,بتن
163512,بتن ساز
163516,تولید دستگاه بتن ساز
163519,عکاسی
163522,لوازم عکاسی
163524,تجهیزات عکاسی
163526,فروش و واردات لوازم عکاسی
163530,دندانساز
163537,باطری
163539,باتری ماشین
163541,باطری ماشین
163543,باطری اتومبیل
163545,باتری خودرو
163547,باطری خودرو
163549,باتری اتومبیل
163560,ترمیمی
163571,جراح پلاستیک
163573,پزشک جراح پلاستیک
159594,کابینت
159596,کابینت سازی
159598,تخت
159600,کمد
159602,تولید و فروش صنایع چوبی
159604,تولید و فروش کابینت
159606,تخت و کمد
159620,اطلاع رسانی
159623,سیستم اطلاعاتی
159630,آژانس
159632,املاک
159634,بنگاه
159636,بنگاه معاملات
159638,مسکن
159640,معاملات ملکی
159642,معاملات املاک
159644,مشاوراملاک
159669,رنگ
159671,فروش رنگ
159673,فروش رنگ ساختمانی و صنعتی
159684,کفش
159690,تولیدکفش
159692,فروش کفش
159699,برق صنعتی
159701,تجهیزات
159703,تعمیر
159707,صنعتی
159712,فروش تجهیزات برق صنعتی و ساختمانی
159754,داروخانه
159756,دراگ استور
159760,داروخانه و دراگ استور
159776,شرکت
159778,شرکت ساختمانی
159809,دکور
159811,دکوراسیون
159813,مبل
159815,مبلمان
159817,فروش مبلمان و دکوراسیون
159844,تریکو
159846,تریکوبافی
159878,آرایش
159880,آرایشگاه
159882,آرایشگر
159886,اصلاح
159888,سالن
159890,سالن زیبایی
159894,پریکور
159896,آرایشگاه بانوان
159898,آرایش بانوان
159900,آرایشگاه و سالن زیبایی بانوان
159925,موادغذایی
159928,فروش موادغذایی
159932,بنکداری
159934,فروش عمده مواد غذایی
159953,روسری
159955,مانتو
159957,فروش مانتو
159984,آجیل
159986,خشکبار
159988,فروش آجیل و خشکبار
163575,پزشک فوق تخصص جراحی پلاستیک، ترمیمی و زیبایی
163698,خدمات مشترکین
163705,امورمشترکین
163707,خدمات ارتباطی
163709,دفتر خدمات ارتباطی
163745,خدمات فنی
163751,خدمات فنی تاسیسات
163753,دفاترخدمات فنی
163755,دفترخدمات فنی
163757,دفتر خدمات فنی تاسیسات
163770,فنر
163772,کمک فنر
163774,فروش کمک فنر
163777,سنگ
163785,فروش و نصب سنگ ساختمانی و تزیینی
163792,ماشین آلات سنگین
163794,فروش لوازم یدکی ماشین آلات سنگین
163808,دخترانه
163810,راهنمایی
163812,راهنمایی تحصیلی
163816,غیرانتفاعی
163818,مدارس
163820,مدرسه
163843,پزشکی قانونی
163847,پزشک پزشکی قانونی
163851,ماشین اداری
163853,ماشین محاسباتی
163855,فروش ماشین محاسباتی
163857,فروش ماشین اداری
163901,پلاک
163903,کلیشه
163905,گراور
163907,مهر
163909,پلاک سازی
163911,مهر و پلاک
163926,تالار
164195,جوراب
164197,فروش جوراب
164202,اگزوز
164204,اگزوزسازی
164215,باسکول
164217,ترازو
164219,فروش و تعمیر باسکول و ترازو
164240,ظروفچی
164243,ظروف کرایه
164271,ابتدایی
164273,پسرانه
164275,دبستان
164278,مدارس دولتی
164281,مدرسه دولتی
164283,دبستان پسرانه دولتی
164287,بزاز
164289,بزازی
164291,پارچه
164293,فروش پارچه
164297,جاجیم
164299,گلیم
164301,گلیم و جاجیم
164314,آسانسور
164316,بالابر
164318,تجهیزات آسانسور
164320,تجهیزات بالابر
164322,قطعات بالابر
164324,قطعات آسانسور
164326,قطعه آسانسور
164328,قطعه بالابر
164337,بیمه ایران
164339,نمایندگی بیمه ایران
164369,زانو
164383,تولید و پخش تجهیزات و لوازم پزشکی، جراحی، بیمارستانی
164548,درمانگاه تخصصی پوست و مو
164614,تجارت
164618,تجارت اینترنتی
164620,فروشگاه اینترنتی
164635,لوازم نظافتی
164637,لوازم نظافتی ساختمان
164640,بلور
164642,کریستال
164644,فروش بلور و کریستال
164667,سرمایه گذاری
164669,مشاور سرمایه گذاری
164672,خارجی
164676,غذاهای خارجی
164678,غذای خارجی
164680,رستوران غذاهای خارجی
164683,صندوق
164685,صندوق نسوز
164687,گاوصندوق
164740,Phone
164742,Phone To Phone
164744,اینترنت
164748,internet
164750,کارت تلفن اینترنتی
164828,آژانس موتوری
164830,پیک
164832,پیک خصوصی
164834,پیک موتوری
164934,کولر
164937,فروش کولر
164939,نصب کولر
164941,تعمیرکولر
164963,کشاورزی
164965,محصولات کشاورزی
164972,بازرگانی میوه و تره بار
164995,کتابخانه
165063,خدمات نظافتی
165065,نماشویی
165067,کفسابی
165069,کف سابی
165107,اجناس عتیقه
165109,اشیا قدیمی
165111,عتیقه
165113,عتیقه جات
165137,پلی پروپیلن
159160,فدراسیون
159162,ورزش
159164,ورزشی
159166,وزارت
159168,فدراسیون ورزشی
159170,وزارت ورزش و جوانان
159181,کامپیوتر
159183,خدمات کامپیوتر
159191,لباس
159193,لباس زیر
159195,فروش لباس زیر
159200,سیسمونی
159202,لوازم کودک
159204,پوشاک کودک
159206,فروش سیسمونی
159212,آمپلی فایر
159214,اکو
159216,کرایه
159218,کرایه اکو و آمپلی فایر
159225,پوشاک
159227,تولید و پخش پوشاک
159236,پوشاک مردانه
159238,فروش پوشاک مردانه
159242,قصابی
159244,گوشت
159248,دندانپزشک
159262,پرورش
159264,پرورش گل
159266,گل خانه
159268,گلخانه
159270,پرورش گیاه
159272,گل خانه و پرورش گل
159278,پزشک
159280,تخصص
159282,زایمان
159284,زنان
159287,متخصص
159289,پزشک متخصص زنان و زایمان
159295,تراشکار
159299,قالبسازی
159303,چاپ
159305,صحافی
159307,لیتوگرافی
159309,نشر
159311,ماشین آلات
159315,تراشکاری و قالب سازی
159317,ماشین آلات چاپ و نشر
159327,اپوکسی
159329,روکش
159331,روکش صنعتی
159333,الکترونیک
159335,برق
159337,دیزل
159340,ژنراتور
159342,فروش
159344,موتور
159346,فروش ژنراتور
159348,اپوکسی و روکش صنعتی
159350,فروش دیزل ژنراتور، ژنراتور و موتور برق
159362,بیماری
159366,پوست
159369,زیبایی
159372,مو
159374,پزشک متخصص بیماری های پوست، مو و زیبایی
159396,دیزی
159398,دیزی سرا
159400,رستوران
159402,قهوه خانه
159404,قهوه خانه و دیزی سرا
159411,اغذیه
159413,پیتزا
159416,پیتزا و اغذیه
159442,فرش
159444,قالی
159446,فروش فرش و قالی
159463,پرینت
159465,پلات
159471,زیراکس
159473,فتوکپی
159475,دفترفنی
159477,دفاترفنی
159487,صادرات
159489,واردات
159491,لوازم دندانسازی
159497,لوازم دندانپزشکی
159506,بازرگانی تجهیزات دندان پزشکی
159532,خواروبار
159534,خواروبارفروشی
159545,بازرگانی
159548,عینک
159551,بازرگانی عینک
159558,آموزش
159560,آموزشگاه
159562,قرآن
159564,آموزش قرآن
163152,بلبرینگ
163154,کاسه نمد
163157,فروش بلبرینگ و کاسه نمد اتومبیل
163163,موبایل
163165,همراه
163167,فروش تلفن همراه
163171,تعمیرتلفن همراه
163173,تعمیرموبایل
163177,فروش موبایل
163179,گوشی
163183,فروش و تعمیر تلفن همراه
163191,تبلیغات
163195,شرکت تبلیغاتی
163197,تولید
163199,غرفه
163201,نمایشگاه
163203,تبلیغات نمایشگاهی
163205,CD
163207,CD خام
163209,لوح فشرده
163211,سی دی
163213,طراحی و چاپ
163215,آژانس و شرکت تبلیغاتی
163217,چاپ و تولید انبوه CD
163237,موسسه های مالی اعتباری
163239,موسسه مالی و اعتباری
163257,بین المللی
163273,کتاب
163275,پخش کتاب
163284,پزشک عمومی
163286,دکترعمومی
163297,هدایا
163299,هدیه
163303,تولید و پخش ظروف یکبار مصرف
163305,هدیه تبلیغاتی
163308,عروسی
163312,کارت پستال
163314,کارت تبریک
163316,کارت عروسی و تبریک
163363,تولیدموادغذایی
163428,نخ
163430,نساجی
163432,فروش نخ
163438,قطعات الکترونیک
163440,لوازم الکترونیک
163442,فروش قطعات الکترونیک
163585,ماشین آلات ساختمانی
163587,نقلیه
163589,نقلیه سنگین
163595,وسیله نقلیه
163601,وسیله نقلیه سنگین
163603,لوازم تزیینی
163605,لوازم و قطعات یدکی وسایل نقلیه سنگین
163633,فروش لوازم صوتی و تصویری
163640,دیگ بخار
163643,دارو
163647,عطار
163649,عطاری
163651,گیاهان دارویی
163653,داروگیاهی
163658,پوشاک ورزشی
163662,لوازم ورزشی
163666,فروش لوازم و پوشاک ورزشی
163722,انتقال نیرو
163724,دکل
163726,نیرو
163730,دکل مخابرات
163732,پایه فلزی
163734,چراغ
163736,روشنایی
163738,دکل انتقال نیرو
163740,تولید پایه فلزی چراغ روشنایی
165142,آجرنما
165149,ایزوگام
165151,نسوز
165153,آجرنسوز
165155,لوله و اتصالات پلی پروپیلن و پلی اتیلن
165159,فروش لوله و اتصالات
165180,گل فروشی
160631,اسناد
160642,اسنادرسمی
160644,ثبت اسنادرسمی
160646,دفتراسنادرسمی
160652,دفتراسناد
160654,دفترخانه
160722,جواهر
160724,جواهرات
160726,زیورآلات
160730,طلا
160732,فروش طلا و جواهرات
160794,جراحی محدود
160796,درمانگاه
160798,سرپایی
160801,کلینیک
160803,درمانگاه تخصصی
160805,کلینیک تخصصی
160807,سر پایی
160809,آزمایشگاه
160811,تشخیص پزشکی
160813,تشخیص طبی
160815,طبی
160817,درمانگاه جراحی محدود و سرپایی
160819,آزمایشگاه تشخیص پزشکی
160853,شومینه
160885,ارتوپد
160889,استخوان
160896,مفاصل
160898,پزشک ارتوپد و جراح استخوان و مفاصل
160924,حج
160927,زیارت
160929,کاروان
160941,هوایی
160943,کاروان حج و زیارت
160958,کمربند
160961,کیف
160964,فروش کیف
160966,فروش کیف و کفش
160999,موادشیمیایی
161003,فروش موادشیمیایی
161046,سردخانه
161048,سردخانه متحرک
161050,فروش سردخانه
161169,پرچ
161171,پیچ
161173,مهره
161175,میخ
161177,یراق
161179,فروش پیچ و مهره و میخ و پرچ
161252,حفاری
161255,ماشین آلات معدنی
161300,روزنامه
161303,نشریات
161305,نشریه
161307,هفته نامه
161309,دو هفته نامه
161311,ماهنامه
161317,دو ماهنامه
161319,فصلنامه
161325,سالنامه
161327,دو سالنامه
161344,بانک
161346,صندوق قرض الحسنه
161348,قرض الحسنه
161352,بانکها
161355,صندوقهای قرض الحسنه
161427,آب
161429,آبیاری
161431,زهکشی
161437,لوازم آبرسانی
161441,آبرسانی
161443,تجهیزات و لوازم آبرسانی و آبیاری و زه کشی
161450,ارتودنسی
161456,ارتودنتیست
161458,دندان پزشک متخصص ارتودنسی
161473,پنجره
161475,پنجره چوبی
161477,در
161479,درب
161481,در چوبی
161483,درچوبی
161485,درب چوبی
161571,بوتیک
161574,فروش پوشاک
161606,زیبایی بانوان
161609,آموزش آرایش بانوان
161803,ابزارصنعتی
161805,فروش ابزارصنعتی
161825,چمدان
161827,ساک
161830,فروش کیف و چمدان
161881,درب اتوماتیک
161883,در اتوماتیک
161885,دراتوماتیک
161900,سوپرمارکت
161902,سوپر
161913,تاکسی
161915,تاکسی سرویس
161918,درون شهری
161921,کرایه اتومبیل
161945,پوشاک بچه گانه
161947,پوشاک بچه
161949,فروش پوشاک بچه گانه
163981,ترخیص کالا
163983,خدمات گمرکی
163985,کالا
163987,گمرک
163996,امانت فروشی
163998,حق العمل کاری
164000,حق العمل کاری و امانت فروشی
164014,ارز
164016,سکه
164018,صرافی
164027,صنایع چوب
164029,صنایع فلز
164031,صنایع چوب و فلز
164038,تولیدلوازم خانگی
164040,آقایان
164042,خیاطی
164044,خیاطی آقایان
164048,سفره خانه
164052,پرده
164054,دوخت پرده
164056,فروش پرده
164058,نصب پرده
164060,دوخت، فروش و نصب پرده
164067,وزارتخانه
164069,قوه مجریه
164071,وزارت امور اقتصادی و دارایی
164124,چلوکبابی
164127,کبابی
164136,داخلی
164140,پزشک متخصص داخلی
164146,اندام مصنوعی
164148,توانبخشی
164150,لوازم ارتوپدی
164152,مصنوعی
164154,لوازم توانبخشی
164156,تجهیزات ارتوپدی
164158,تجهیزات توانبخشی
164406,نمایشگاه اتومبیل
164417,چشم پزشک
164432,گل
164434,گل مصنوعی
164439,پوشاک زنانه
164441,فروش پوشاک زنانه
164447,دندان
164449,فک
164467,دهان
164469,رادیولوژی
164471,رادیولوژیست
164473,رادیولوژی دهان و دندان
164503,حمل و نقل ریلی
164505,فروش بلیط
164507,قطار
164516,دفتر فروش بلیط قطار
164527,شیرینی
164529,شیرینی پزی
164533,قنادی
164590,بازرگانی مواد شیمیایی
164696,پمپ
164700,پمپ شناور
164712,تاسیسات ساختمان
164715,استخر
164717,استخرسازی
164719,جکوزی
164721,سونا
164725,تجهیزات استخر، سونا و جکوزی
164727,پمپ فشارقوی
164732,فروش و تعمیر الکتروموتور
164821,تجهیزات تراشکاری
164823,ماشین آلات تراشکاری و قالب سازی
161953,استرابیسم
161955,اکولوپلاستیک
161959,چشم
161961,فوق تخصص
161964,چشم پزشک استرابیسم و اکولوپلاستیک
161986,معماری داخلی
161989,E. N. T
161991,ENT
161993,بینی
161999,حلق
162001,سر
162005,گلو
162007,گوش
162010,پزشک متخصص گوش، گلو، بینی و جراحی سر و گردن
162013,ادارات
162015,اداره
162017,سازمان
162019,سازمان ها
162021,مناطق و نواحی شهرداری
162053,آموزش عالی
162055,دانشگاه
162065,مراکزآموزش عالی
162067,مرکزآموزش عالی
162069,مرکزآموزش
162071,مراکزآموزش
162081,ظرف
162083,ظروف
162085,ظروف آلومینیومی
162087,فروش ظروف آلومینیومی
162101,تجهیزات مداربسته
162106,مداربسته
162113,فروش تجهیزات مداربسته
162150,پاک کننده
162152,پاک کننده صنعتی
162154,شوینده
162156,شوینده صنعتی
162158,پاک کننده و شوینده صنعتی
162160,فروش پاک کننده و شوینده
162164,بیماری لثه
162166,پریودنتیکس
162170,لثه
162174,دندان پزشک بیماری های لثه
162179,اتومبیل
162184,فروش لوازم یدکی
162186,فروش قطعات یدکی
162188,فروش لوازم و قطعات یدکی اتومبیل
162193,فیلتر
162197,تولیدفیلتر
162208,فایبرگلاس
162214,قطعه فایبرگلاس
162220,مصنوعات فایبرگلاس
162224,تریلر
162226,خانه پیش ساخته
162229,کانتینر
162231,کانکس
162233,کانتینر و کاروان
162239,خدمات پوشاک
162245,تسمه
162247,تسمه فنی
162255,تجهیزات الکتریکی
162257,لوازم الکتریکی
162259,فروش و تعمیر تجهیزات الکتریکی
162273,آشپز
162275,آشپزخانه
162277,آشپزی
162281,تهیه خوراک
162284,کیترینگ
162286,کترینگ
162288,خدمات مجالس
162290,مجالس
162292,مراسم
162294,برگزاری سمینار
162296,سمینار
162298,تهیه غذا (کیترینگ)
162329,غذا
162331,نان
162333,نان فانتزی
162368,سنگ بری
162385,بانک خارجی
162390,موسسات مالی
162392,موسسه اعتباری
162396,بانکهای خارجی
162405,هواکش
162407,هواکش خانگی
162409,تاسیسات
162411,هواکش صنعتی
162418,بدنساز
162426,باشگاه بدنسازی
162431,نیروگاه
162433,نیروگاه سازی
162447,اتوماسیون
162449,اتوماسیون صنعتی
162457,آجیل پزی
162460,تولید و پخش آجیل و خشکبار
162481,آهن
162485,فروش آهن
162490,آهنگر
162492,آهنگری
162494,فولاد
162498,coffee net
162500,کافی نت
162522,ساختمان
162524,مشارکت
162543,باتری
162545,باتری سازی
162547,برقکار
162551,باتری سازی و برقکاری اتومبیل
162556,بازی
162559,اسباب بازی
162561,فروش اسباب بازی
162563,فروش و واردات اسباب بازی
162572,لوله
162574,پلی اتیلن
162576,تولید لوله و اتصالات
162579,لوله و اتصالات پلی اتیلن
162587,عینک سازی
162593,حوله
162595,تولید حوله
162608,آتش
162613,حریق
162616,نصب
162618,آتش نشانی
162626,اطفاحریق
162628,سیستم اعلام و اطفا حریق
162630,فروش و نصب و تعمیر سیستم اعلام و اطفا حریق
162635,اعصاب
162640,مغز
162642,نورولوژی
162644,متخصص مغز و اعصاب
162646,پزشک مغز و اعصاب
162668,بیمه
162670,مشاور
162689,تعمیرگاه
162691,تعمیرگاه مجاز
162699,تعمیرگاه مجاز موتورسیکلت
162704,مرغ
162706,مرغ فروشی
162710,آبزی
162712,آبزیان
162715,ماهی
162717,میگو
162719,فرآورده گوشتی
162721,ماهی، میگو و سایر آبزیان
162723,گوشت و فرآورده های گوشتی
163223,تخم مرغ
163321,پخش
163330,تولید تجهیزات برق صنعتی و ساختمانی
163333,تاسیسات برق
163347,لوازم مهندسی
163349,فروش لوازم التحریر
163351,نوشت افزار
163353,لوازم التحریر
163414,حسابدار
163420,خدمات مالی
163422,مالی
163424,ارزش افزوده
163426,حسابداری و حسابرسی و مشاوره مالیاتی و خدمات مالی
163452,پلی کلینیک
163467,ساعت
163469,ساعت سازی
163478,تره بار
163480,میوه
163482,فروش میوه و تره بار
163494,برق گیر
163496,صاعقه گیر
163498,صاعقه گیر الکترونیکی
163503,تصویری
163505,صوتی
165582,آرایشی
165586,ریش
165588,ریش تراش
165590,ماشین ریش تراش
166121,جعبه سازی
166130,چاپ و جعبه سازی
166160,پنجره آلومینیومی
166165,درب آلومینیومی
166167,درآلومینیومی
166169,در آلومینیومی
166171,درب و پنجره آلومینیومی
166199,GIS
166201,اطلاعات جغرافیایی
166203,جغرافیایی
166205,فراغت
166207,اوقات فراغت
166209,مراکز تفریحی
166873,تعمیرلباسشویی
167096,بالانس
167098,بالانس چرخ
167102,تعویض
167106,تعویض روغن
167108,تعویض روغنی و آپاراتی
167190,صفحات وب
167193,وب
167196,web design
167198,multimedia
167201,نرم افزار
167203,مولتی مدیا
167208,چندرسانه ای
167210,طراحی صفحات وب
167212,نرم افزار چندرسانه ای (مولتی مدیا)
167323,تولید و پخش تجهیزات الکتریکی
167581,تولید و پخش جوراب
168175,رادیاتور
168177,رادیاتورسازی
169182,ماشین آلات پلاستیک سازی
169209,پودر
169221,فروش پودر پروتیینی
169396,تاسیسات صنعتی
169547,GPS
169549,ردیابی
169551,سیستم ردیابی
169553,سیستم ردیابی و GPS
169555,سیستم ردیابی و جی پی اس
169619,مرکز انتظام
169623,حفاظتی مراقبتی
169820,کشتی
169824,کشتیرانی
169881,فرش ماشینی
169883,موکت
169885,فروش فرش ماشینی
169920,ادکلن
169922,ادوکلن
169925,عطر
169931,ادکلن و عطر
169943,تعمیرماشین محاسباتی
169945,تعمیرماشین اداری
170913,وبلاگ نویس
171015,قطعات و سیستم الکترونیک و مخابرات
171030,مرکزمخابراتی
171032,مراکزمخابراتی
171105,آمادگی
171112,پیش دبستان دولتی
171114,آمادگی دولتی
171116,پیش دبستان
171139,طراحی طلا و جواهرات
171175,تفلون
171177,نوار
171179,نوار تفلون
171191,استیل
171194,فروش لوله و اتصالات استیل
171231,پیمانکاران
171233,پیمانکار پروژه
171238,پیمانکار تاسیسات و تجهیزات
171365,پاتوبیولوژی
171367,پاتولوژی
171372,آسیب شناسی
171374,پزشک آسیب شناسی
171611,تفریحی
171613,فرهنگی
171616,مجموعه ورزشی تفریحی
171618,ورزشگاه
171621,مجموعه فرهنگی، ورزشی و تفریحی
171649,تولیدتلفن
171653,تولید تلفن و تجهیزات مخابراتی
172037,خازن
172039,خازن صنعتی
172044,تجهیزات الکترونیک خازن صنعتی
172151,گچ بری پیش ساخته
172265,سمباده
172285,فروش ابزار و یراق
172313,حفاظتی
172321,تولید تجهیزات مداربسته
172323,تولید سیستم امنیتی و حفاظت الکترونیکی
172349,بازرگانی ماشین آلات
172506,نرم افزارآموزشی
173211,نرم افزارمهندسی
173484,توراکس
173489,سینه
173492,قفسه صدری
173496,پزشک جراح قفسه صدری
173634,کاغذباطله
173637,ضایعات کاغذ
173779,چاپ تقویم
173830,پروژکتور
173836,تولید چراغ خیابانی، پارکی و صنعتی
173962,ایستگاه
173967,مترو
173971,ایستگاه مترو
174078,server
174080,سرور
174088,فریزر
174090,لوازم برقی
174093,یخچال
174095,تولیدفریزر
174102,تولیدیخچال
174105,تولید یخچال و فریزر خانگی
174125,اعتیاد
174127,ترک اعتیاد
174133,درمانگاه ترک اعتیاد
174183,موسیقی
174186,آموزش موسیقی
174297,وکالت
174299,دفتروکالت
174301,دفاتروکالت
174303,مشاورحقوقی
174305,وکیل
174441,اسکاچ
174443,سیم ظرفشویی
174445,تولید اسکاچ و سیم ظرفشویی
174490,آموزش نقاشی
174507,کش
174510,کش و نوار
174579,بروشور
174582,کاتالوگ
174618,وام
174620,اعطای وام
174625,مواد معدنی
174643,تولید و پخش مبلمان و دکوراسیون
165724,آباژور
165726,لوستر
165728,لوسر
165730,فروش لوستر و آباژور
165749,اتوسرویس
165755,تون آپ
165758,تعمیرگاه اتومبیل
165760,تعمیرگاه و تون آپ اتومبیل
165798,پکیج
165804,برج خنک کن
165806,تهویه
165808,خنک کن
165810,خنک کن صنعتی
165812,خنک کننده
165816,تجهیزات برودتی
165818,دستگاه برودتی
165820,تهویه مطبوع
165822,پکیج گرمایشی، سرمایشی
165824,تاسیسات حرارتی و برودتی
165840,قاب
165842,قابسازی
165854,فروش روسری
165856,فروش روسری و شال
165874,تلفن همراه
165879,سیم کارت تلفن همراه
166010,پلی یورتان
166012,دیواری
166015,سقفی
166019,عایق پلی یورتان
166023,پانل
166145,ابزارساختمانی
166147,فروش ابزارساختمانی
166175,تاسیسات خدمات
166177,خدمات تاسیسات
166215,پلاستیک
166231,قالب سازی پلاستیک
166315,شبانه
166317,شبانه روزی
166320,داروخانه شبانه روزی
166343,انکولوژی
166349,خون
166352,سرطان
166357,پزشک خون و سرطان
166407,عروس
166410,مزون
166412,لباس عروس
166567,پاساژ
166569,مجتمع تجاری
166571,پاساژ و مجتمع تجاری
166602,قطعات
166604,قطعه
166608,محصولات فولاد
166610,قطعات فولادی
166612,قطعه فولادی
166708,کارگزاری
166710,شرکت بیمه
167741,چاپخانه
167757,پیش دانشگاه دولتی
167759,پیش دانشگاهی
167825,صنایع دستی
167829,تولیدصنایع دستی
168556,وسایل خانگی
168558,ملزومات خانگی
168560,تعمیر و خدمات پس از فروش لوازم خانگی
168623,نایلکس
168625,نایلون
168632,ماشین آلات نایلون و نایلکس
168670,طباخی
168672,کله پز
168675,کله پزی
169086,تولید پیچ و مهره و میخ و پرچ
169726,چرخ خیاطی
169732,گل دوزی
169735,گلدوزی
169739,فروش و تعمیر چرخ خیاطی و گل دوزی
169833,ازدواج
169836,ژنتیک
170481,نئوپان
170483,تخته
170485,چوب
170487,چوب و تخته
170846,برنامه نویسی
171097,بازرگانی آجیل و خشکبار
171496,پل
171498,پل سازی
171500,احداث پل
171819,اتوماسیون ساختمان
172002,بازرگانی مواد غذایی
172142,شطرنج باز
172189,بیماری دهان
172256,ICP
172259,سرویس اینترنت
172262,سرویس های (ICP) اینترنت
172400,دبیرستان پسرانه دولتی
172434,شیرفلکه
172509,اتصالات گازی
172512,شیرآلات گازی
172517,تولید و پخش لباس زیر
172803,برش
172805,تیغه
172807,تیغه برش ماشین آلات صنعتی
173157,داروخانه دام پزشکی
173171,سوسیس
173176,کالباس
173183,فرآورده پروتئینی
173190,سوسیس و کالباس و فرآورده گوشتی پروتیینی
173605,قوطی
173610,قوطی سازی
173612,تصفیه
173614,تصفیه هوا
173616,دستگاه تصفیه هوا
173618,تجهیزات تصفیه هوا
173622,دستگاه و تجهیزات تصفیه هوا
173699,لوازم کمک آموزشی
173701,کمک پژوهشی
173705,آموزشی و پژوهشی
173711,تجهیزات و لوازم کمک آموزشی و پژوهشی
173741,چاپ و طراحی پارچه
173743,چاپ شیشه
173991,فلکس
173993,فلکسی
173995,بنر
174000,تابلوتبلیغاتی
174002,تابلوکامپیوتری
174147,ماشین ابزار
174234,صنایع برق و الکترونیک
174392,تعمیرالکتروموتور
174394,سیم پیچی الکتروموتور
174564,فروش یخچال
174566,فروش فریزر
174568,فروش یخچال و فریزر خانگی
174695,جارو
174697,جاروبرقی
174703,تعمیرجاروبرقی
174880,دستگیره
174883,قفل و کلید
174885,کلید
174887,لولا
174890,قفل و دستگیره
174900,معدن
175086,جعبه
175088,جعبه مقوایی
175095,تولیدکارتن
175102,آموزشگاه فنی و حرفه ای
175104,آموزشگاه نقشه کشی
175115,حرفه ای
175134,بازرگانی تجهیزات و لوازم پزشکی، جراحی، بیمارستانی
175136,بازرگانی محصولات و لوازم آرایشی، بهداشتی
165887,تدریس
165889,تدریس خصوصی
165891,دروس
165893,علمی
165895,معلم
165897,معلم خصوصی
